Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
461920;Zvenigorod;Zvenigorod;Svenigorod,Swenigorod,Zvenigorod,Zveniqorod,Zvenígorod,Zwienigorod,Zwjenigorod,ci wei ni ge luo de,jeubenigolodeu,zfynyghwrwd,zuvuenigorodo,zwnygwrwd,zwynygrwd,Звенигород,Звенигород балһсн,زفينيغورود,زونیگورود,زوینیگرود,ズヴェニゴロド,兹韦尼哥罗德,즈베니고로드;P;PPL;RU;Russian Federation;;47;;;;16395;;178;Europe/Moscow;2012-01-17;Russian Federation;55.73401, 36.85918
462008;Zubtsov;Zubtsov;Subzow,Zoebtsov,Zoubtsov,Zubcou,Zubcov,Zubcow,Zubtsov,Zupcov,jubchopeu,zu bu zuo fu,zubutsuofu,zwbtswf,Зубцов,Зубцоў,Зупцов,زوبتسوف,ズブツォフ,祖布佐夫,줍초프;P;PPLA2;RU;Russian Federation;;77;;;;7397;;157;Europe/Moscow;2023-05-11;Russian Federation;56.17533, 34.58935
462240;Zol’noye;Zol'noye;Zol'noe,Zol'noye,Zolnoje,Zol’noye,Зольное;P;PPL;RU;Russian Federation;;65;;;;1614;;97;Europe/Samara;2017-09-11;Russian Federation;53.4421, 49.7978
462352;Znamenka;Znamenka;Kukuyevka,Znamenka,Знаменка;P;PPL;RU;Russian Federation;;56;;;;11995;;157;Europe/Moscow;2014-06-27;Russian Federation;52.89789, 35.97703
462984;Zhirnovsk;Zhirnovsk;Zhirnovoye,Zhirnovsk,Zhirnovskiy,Zhirnoye,Zjirnovsk,Жирновск;P;PPL;RU;Russian Federation;;84;;;;17887;;134;Europe/Volgograd;2014-06-26;Russian Federation;50.98448, 44.77347
463690;Zemlyansk;Zemlyansk;Zemljansk,Zemlyansk,Землянск;P;PPL;RU;Russian Federation;;86;;;;3111;;186;Europe/Moscow;2012-01-17;Russian Federation;51.9041, 38.7334
468747;Yashkul’;Yashkul';Jaschkul,Jashkul',Jasjkul,Peschanoye,Yashkul',Yashkuly,Yashkul’,Яшкуль;P;PPL;RU;Russian Federation;;24;;;;7203;;-11;Europe/Moscow;2020-06-10;Russian Federation;46.1711, 45.3435
468782;Yasenskaya;Yasenskaya;Iasenskaia,Jasenskaja,Stanitsa Yasenskaya,Yasenka,Yasenskaya,Ясенская;P;PPL;RU;Russian Federation;;38;;;;4855;;16;Europe/Moscow;2022-05-20;Russian Federation;46.35753, 38.26863
470212;Vysokaya Gora;Vysokaya Gora;Vysokaja Gora,Vysokaya Gora,Высокая Гора;P;PPL;RU;Russian Federation;;73;;;;8013;;102;Europe/Moscow;2012-01-17;Russian Federation;55.91278, 49.30167
470676;Vyaz’ma;Vyaz'ma;Vjaz'ma,Vjazma,Vyasma,Vyaz'ma,Vyazma,Vyaz’ma,Wjasma,Вязьма;P;PPLA2;RU;Russian Federation;;69;;;;55500;;246;Europe/Moscow;2023-02-10;Russian Federation;55.20997, 34.29695
472494;Volodarsk;Volodarsk;Valadarsk,Volodarsk,Volodarskas,Volodary,Wolodarsk,Wołodarsk,Zolodary,fwlwdarsk,wo luo da er si ke,wwlwdarsk  rwsyh,Валадарск,Володарск,فولودارسك,وولودارسک، روسیه,沃洛達爾斯克;P;PPLA2;RU;Russian Federation;;51;472482;;;10862;;88;Europe/Moscow;2023-12-11;Russian Federation;56.22547, 43.17585
472887;Vokhma;Vokhma;Vokhma,Вохма;P;PPLA2;RU;Russian Federation;;37;;;;4663;;148;Europe/Moscow;2023-12-11;Russian Federation;58.93091, 46.75927
473535;Vinogradovo;Vinogradovo;Vinogradovo,Виноградово;P;PPL;RU;Russian Federation;;47;;;;9600;;134;Europe/Moscow;2012-01-17;Russian Federation;56.93333, 37.55
473778;Vidnoye;Vidnoye;Poselok Vidnoye,Posëlok Vidnoye,Vidnoe,Vidnoje,Vidnoye,Widnoje,Видное;P;PPLA2;RU;Russian Federation;;47;536086;;;51721;;170;Europe/Moscow;2023-07-11;Russian Federation;55.5523, 37.70885
477377;Vagonoremont;Vagonoremont;Vagonoremont,Вагоноремонт;P;PPLX;RU;Russian Federation;;48;;;;50000;;177;Europe/Moscow;2015-01-07;Russian Federation;55.9, 37.55
477656;Uva;Uva;Uva,Uya,Ува;P;PPLA2;RU;Russian Federation;;80;;;;19143;;120;Europe/Samara;2024-02-08;Russian Federation;56.99081, 52.18517
478050;Ust’-Kulom;Ust'-Kulom;Ust'-Kulom,Ust-Kulom,Ust’-Kulom,Усть-Кулом;P;PPL;RU;Russian Federation;;34;;;;5205;;146;Europe/Moscow;2019-09-02;Russian Federation;61.68636, 53.6902
478079;Ust’-Kachka;Ust'-Kachka;Ust'-Kachka,Ust-Katsjka,Ust’-Kachka,Усть-Качка;P;PPL;RU;Russian Federation;;90;;;;4190;;96;Asia/Yekaterinburg;2019-08-21;Russian Federation;58.0038, 55.6721
478130;Ust’-Dzheguta;Ust'-Dzheguta;Dzhjogetej Ajaguy,Ust'-Dzh'gvaty,Ust'-Dzheguta,Ust'-Dzhegutinskaya,Ust'-Zhehguehteh,Ust-Dzekuta,Ust-Dzjeguta,Ust-Džekuta,Uste Dzhegutinskaya,Ust’-Dzheguta,Ust’-Dzhegutinskaya,Джёгетей Аягъы,Усть-Джегута,Усть-Джьгваты,Усть-Жэгуэтэ;P;PPLA2;RU;Russian Federation;;27;;;;34001;;628;Europe/Moscow;2024-01-09;Russian Federation;44.0834, 41.9763
478532;Urzhum;Urzhum;Urzhum,Urzjum,Уржум;P;PPLA2;RU;Russian Federation;;33;;;;11333;;104;Europe/Kirov;2024-01-09;Russian Federation;57.11442, 49.99925
479532;Uglich;Uglich;Oeglitsj,Ouglitch,Ugich,Uglic,Uglich,Uglicz,Uglitsch,Ugliĉ,ugeullichi,Угич,Углич,우글리치;P;PPLA2;RU;Russian Federation;;88;;;;37732;;116;Europe/Moscow;2023-10-06;Russian Federation;57.52322, 38.32258
481580;Troitskiy;Troitskiy;Troickij,Troitskiy,Троицкий;P;PPL;RU;Russian Federation;;09;;;;6236;;241;Europe/Moscow;2020-03-07;Russian Federation;51.35885, 37.5253
481960;Tot’ma;Tot'ma;Tot'ma,Totma,Tot’ma,Тотьма;P;PPL;RU;Russian Federation;;85;;;;10500;;127;Europe/Moscow;2012-01-17;Russian Federation;59.97375, 42.76487
483439;Terekli-Mekteb;Terekli-Mekteb;Terekli-Mekteb,Терекли-Мектеб;P;PPLA2;RU;Russian Federation;;17;;;;7799;;23;Europe/Moscow;2023-10-06;Russian Federation;44.16606, 45.8719
484122;Tatarskaya Pishlya;Tatarskaya Pishlya;Tatarskaja Pishlja,Tatarskaja Pisjlja,Tatarskaya Pishlya,Татарская Пишля;P;PPL;RU;Russian Federation;;46;;;;3150;;157;Europe/Moscow;2012-01-17;Russian Federation;54.06085, 44.89978
484826;Taldom;Taldom;Taldam,Taldom,Tałdom,Tàldom,Táldom,ta er duo mu,taldwm,Талдам,Талдом,Талдом балһсн,تالدوم,塔爾多姆;P;PPLA2;RU;Russian Federation;;47;;;;13112;;144;Europe/Moscow;2023-07-11;Russian Federation;56.73097, 37.52824
485660;Svetlyy;Svetlyy;Cimerbude,Cimerbūdė,Svetlas,Svetlyj,Svetlyy,Svjetli,Swetly,Tsimmerbude,Zimmerbude,Светлый;P;PPL;RU;Russian Federation;;23;;;;22119;;3;Europe/Kaliningrad;2022-10-12;Russian Federation;54.67501, 20.13473
485871;Suvorovskaya;Suvorovskaya;Suvorovskaja,Suvorovskaya,Суворовская;P;PPL;RU;Russian Federation;;70;;;;17261;;456;Europe/Moscow;2012-01-17;Russian Federation;44.1901, 42.6595
486015;Susanino;Susanino;Molvitino,Susanino,Молвитино,Сусанино;P;PPLA2;RU;Russian Federation;;37;;;;3961;;161;Europe/Moscow;2023-12-11;Russian Federation;58.15017, 41.59428
486186;Suoyarvi;Suoyarvi;Suojaervi,Suojarvi,Suojärvi,Suoyarvi,Suvilahti,Suvilakhta,Šuojärvi,Суоярви;P;PPLA2;RU;Russian Federation;;28;;;;10833;;161;Europe/Moscow;2023-12-11;Russian Federation;62.08807, 32.37327
487131;Stromyn’;Stromyn';Stromyn,Stromyn',Stromyn’,Стромынь;P;PPL;RU;Russian Federation;;47;;;;6593;;144;Europe/Moscow;2015-05-27;Russian Federation;56.04347, 38.48318
489158;Staraya Ladoga;Staraya Ladoga;Laatokankaupunki,Ladoga,Star.Ladoga,Stara Ladoga,Stara Ładoga,Staragia Lantonka,Staraja Ladoga,Staraya Ladoga,Στάραγια Λάντογκα,Стар.Ладога,Старая Ладога;P;PPL;RU;Russian Federation;;42;;;;2000;;16;Europe/Moscow;2012-12-18;Russian Federation;59.99872, 32.29413
489164;Staraya Kulatka;Staraya Kulatka;Iske Kulatky,Kiv Kulatka,Star.Kulatka,Stara Kulatka,Staraia Koulatka,Staraja Kulatka,Staraja Kułatka,Staraya Kulatka,Staraïa Koulatka,Sztaraja Kulatka,Tashto Kulatka,aystaraya kwlatka,jiu ku la te ka,Иске Кулаткы,Кив Кулатка,Стар.Кулатка,Стара Кулатка,Старая Кулатка,Ташто Кулатка,Ստարայա Կուլատկա,ایستارایا کولاتکا,舊庫拉特卡;P;PPL;RU;Russian Federation;;81;;;;6022;;109;Europe/Ulyanovsk;2016-10-16;Russian Federation;52.72778, 47.61788
489393;Srednyaya Yelyuzan’;Srednyaya Yelyuzan';Srednjaja Eljuzan',Srednjaja Jeljuzan,Srednyaya Yelyuzan',Srednyaya Yelyuzan’,Средняя Елюзань;P;PPL;RU;Russian Federation;;57;;;;8279;;236;Europe/Moscow;2012-01-17;Russian Federation;53.0241, 45.9529
489743;Spasskoye-Lutovinovo;Spasskoye-Lutovinovo;Spass-Lutovinovskoye,Spassko-Lutovinovskoye,Spasskoe-Lutovinovo,Spasskoje-Lutovinovo,Spasskoye-Lutovinovo,Spassnoye-Lutovinovo,Спасское-Лутовиново;P;PPL;RU;Russian Federation;;56;;;;1411;;237;Europe/Moscow;2012-01-17;Russian Federation;53.37012, 36.62297
490039;Sovetskiy;Sovetskiy;Iogannes,Iokhannes,Johannes,Kakis-kurka,Sankt Johannes,Sovetskij,Sovetskiy,Советский;P;PPL;RU;Russian Federation;;42;;;;6574;;20;Europe/Moscow;2012-01-17;Russian Federation;60.53945, 28.67756
490065;Sovetskaya;Sovetskaya;Sovetskaja,Sovetskaya,Sowjetskaya,Urupskaya,Советская;P;PPL;RU;Russian Federation;;38;;;;10166;;287;Europe/Moscow;2012-01-17;Russian Federation;44.77694, 41.17222
490971;Solntsevo;Solntsevo;Solncevo,Solntsevo,Солнцево;P;PPLX;RU;Russian Federation;;48;;;;120000;;178;Europe/Moscow;2012-09-20;Russian Federation;55.63711, 37.38115
494427;Shilovo;Shilovo;Schilowo,Shilovo,Sjilovo,Шилово;P;PPLA2;RU;Russian Federation;;62;;;;16159;;121;Europe/Moscow;2023-06-14;Russian Federation;54.32005, 40.87958
495983;Shalakusha;Shalakusha;Shalakusha,Sjalakusja,Шалакуша;P;PPL;RU;Russian Federation;;06;;;;2684;;73;Europe/Moscow;2012-01-17;Russian Federation;62.22472, 40.25389
496278;Severomorsk;Severomorsk;Severamorsk,Severomors'k,Severomorsk,Severomorskas,Seweromorsk,Sewjeromorsk,Siewieromorsk,Szeveromorszk,Vaenga,Vaenka,Vayenga,bei mo er si ke,sebelomoleuseukeu,sevueromorusuku,sfyrwmwrsk,swrwmwrsk,sywrwmwrsk,Севераморск,Североморск,Сєвєроморськ,سفيرومورسك,سورومورسک,سیورومورسک,セヴェロモルスク,北莫爾斯克,세베로모르스크;P;PPLA2;RU;Russian Federation;;49;;;;53921;;43;Europe/Moscow;2024-02-08;Russian Federation;69.06936, 33.40807
496568;Sernovodsk;Sernovodsk;Sernovodsk,Серноводск;P;PPL;RU;Russian Federation;;65;;;;3570;;92;Europe/Samara;2012-01-17;Russian Federation;53.92293, 51.25704
500184;Ryabovo;Ryabovo;Raeaepyae,Rjabovo,Ryabovo,Rääpyä,Рябово;P;PPL;RU;Russian Federation;;42;;;;3292;;51;Europe/Moscow;2013-11-10;Russian Federation;59.4, 31.13333
500350;Russko-Vysotskoye;Russko-Vysotskoye;Russko-Vysockoe,Russko-Vysotskoje,Russko-Vysotskoye,Vennaein-Vuissakka,Vennäin-Vuissakka,Vysotskoye,Русско-Высоцкое;P;PPL;RU;Russian Federation;;42;;;;4711;;115;Europe/Moscow;2017-01-27;Russian Federation;59.69963, 29.94404
501091;Rovnoye;Rovnoye;Rovnoe,Rovnoje,Rovnoye,Zel'man,Zel’man,Ровное;P;PPL;RU;Russian Federation;;67;;;;5228;;20;Europe/Saratov;2012-01-17;Russian Federation;50.7765, 46.05085
501127;Roven’ki;Roven'ki;Roven'ki,Rovenki,Roven’ki,Ровеньки;P;PPLA2;RU;Russian Federation;;09;;;;0;;82;Europe/Moscow;2020-01-08;Russian Federation;49.92226, 38.89144
501175;Rostov-na-Donu;Rostov-na-Donu;Don umbalne Rostov,Dondaguy Rostov,Dondagy Rostov,Dondokhi Rostov,Doni Rostov,Donyn Rostov,ROV,Rastou-na-Done,Rostof aan die Don,Rostof epi tou Nton,Rostov,Rostov Don,Rostov Donal,Rostov Doni aeaeres,Rostov Doni ääres,Rostov aan de Don,Rostov de Don,Rostov del Don,Rostov do Don,Rostov na Don,Rostov na Donu,Rostov nad Donom,Rostov sopra-u-Donu,Rostov sul Don,Rostov tren song GJong,Rostov trên sông Đông,Rostov ved Don,Rostov-Don,Rostov-Donyl,Rostov-Tan-cinchi,Rostov-an-Don,Rostov-ar-Ddon,Rostov-na-Donu,Rostov-on-Don,Rostov-pe-Don,Rostov-sur-le-Don,Rostova pie Donas,Rostovas prie Dono,Rostovia ad Tanaim,Rostow,Rostow Am Don,Rostow am Don,Rostow na Donu,Rostow nad Donem,Rostow nad Donom,Rostòv de Dòn,Rostóv na Donú,Rostów nad Donem,Rosztov-na-Donu,Tyndagy Rostov,dun he pan luo si tuo fu,loseutopeunadonu,rastov-an-dan,rostova dona,rwstwf-na-dwnw,rwstww na danw,Ροστόφ επί του Ντον,Дон ӱмбалне Ростов,Дон-тӀера-Ростов,Дондагъы Ростов,Дондағы Ростов,Дондохи Ростов,Донын Ростов,Растовъ на Донѣ,Растоў-на-Доне,Ростов,Ростов на Дон,Ростов на Дону,Ростов-Доныл,Ростов-Тан-çинчи,Ростов-на-Дону,Ростов-на-Дону балһсн,Тындагы Ростов,Դոնի Ռոստով,רוסטוב על הדון,روستوف-نا-دونو,روستوو نا دانو,रोस्तोव दॉन,ರಾಸ್ಟೊವ್-ಆನ್-ಡಾನ್,დონის როსტოვი,დონიშ როსტოვი,ロストフ・ナ・ドヌ,顿河畔罗斯托夫,로스토프나도누;P;PPLA;RU;Russian Federation;;61;;;;1130305;;74;Europe/Moscow;2022-09-17;Russian Federation;47.23135, 39.72328
501183;Rostov;Rostov;Rastou,Rastovu,Rostoph,Rostov,Rostov Veliki,Rostov Velikij,Rostov Velikiy,Rostov-Yaroslavskiy,Rostova,Rostovas,Rostovia,Rostow,Rostów,Rosztov,Styr Rostov,loseutopeu,luo si tuo fu,rostova,rosutofu,rwstwb,rwstwf,Ροστόφ,Растовъ,Растоў,Ростов,Стыр Ростов,רוסטוב,روستوف,रोस्तोव,ロストフ,罗斯托夫,로스토프;P;PPLA2;RU;Russian Federation;;88;501161;;;31039;;100;Europe/Moscow;2023-10-06;Russian Federation;57.19081, 39.41307
501468;Romanovka;Romanovka;Romanovka,Romanowka,Романовка;P;PPL;RU;Russian Federation;;67;;;;7746;;113;Europe/Saratov;2012-01-17;Russian Federation;51.74427, 42.7527
502542;Rayevskaya;Rayevskaya;Krasnaya Medvedovskaya,Krasno-Medvedovskaya,Raevskaja,Rajevskaja,Rayevskaya,Раевская;P;PPL;RU;Russian Federation;;38;;;;8518;;126;Europe/Moscow;2012-01-17;Russian Federation;44.83571, 37.55577
504187;Puksoozero;Puksoozero;Puksoosero,Puksoozero,pwkswzrw,Пуксоозеро,Պուկսոոզերո,پوکسوزرو;P;PPL;RU;Russian Federation;;06;;;;2086;;177;Europe/Moscow;2012-01-17;Russian Federation;62.5903, 40.6066
504840;Proletariy;Proletariy;Praletaryj,Proletari,Proletarij,Proletariy,prwltaryy,pu luo lie ta li,Пралетарый,Пролетари,Пролетарий,Пролетариј,Пролетарій,Պրոլետարիյ,پرولتاریی,普罗列塔里;P;PPL;RU;Russian Federation;;52;;;;5240;;24;Europe/Moscow;2012-01-17;Russian Federation;58.43423, 31.70462
505044;Privolzhskoye;Privolzhskoye;Boregardt,Privolzhskoe,Privolzhskoye,Privolzjskoje,Приволжское;P;PPL;RU;Russian Federation;;67;;;;1326;;27;Europe/Saratov;2014-10-30;Russian Federation;51.69194, 46.72361
506762;Polyarnyye Zori;Polyarnyye Zori;Poljarnye Zori,Poljarnyje Zori,Polyarnyye Zori,Полярные Зори;P;PPL;RU;Russian Federation;;49;;;;15092;;112;Europe/Moscow;2012-11-01;Russian Federation;67.36611, 32.49806
509451;Pinyug;Pinyug;Pinjug,Pinyug,Пинюг;P;PPL;RU;Russian Federation;;33;;;;2915;;149;Europe/Kirov;2012-01-17;Russian Federation;60.25095, 47.78425
510291;Peterhof;Peterhof;Paleizencomplex in Peterhof,Pecjargof,Peterchof,Petergof,Peterhof,Peterhofa,Peterhofium,Peterkhof,Petrodvorec,Petrodvorets,Petěrgof,Pietarhovi,Pjetergof,Pēterhofa,bi de gong cheng,bytyrhwf,peteleugopeu,peterugofu,ptrgwf,pʼetʼergopi,Πέτερχοφ,Петергоф,Петерхоф,Петродворец,Пецяргоф,بيتيرهوف,پترگوف,პეტერგოფი,ペテルゴフ,彼得宮城,페테르고프;P;PPL;RU;Russian Federation;;66;;;;73199;;26;Europe/Moscow;2019-09-05;Russian Federation;59.88333, 29.9
512052;Pavlovsk;Pavlovsk;Palacio de Pavlovsk,Palácio de Pavlovsk,Paulausk,Pauluskoi,Paviosk,Pavlovsk,Pavlovska,Pavlovszk,Pawlowsk,Pawłowsk,Pávlovsk,Slutsk,ba fu luo fu si ke,baflwfsk,pabeullobseukeu,pavurofusuku,pawlwfsk,Павловск,Паўлаўск,بافلوفسك,پاولوفسک,პავლოვსკი,パヴロフスク,巴甫洛夫斯克,파블롭스크;P;PPL;RU;Russian Federation;;66;;;;16087;;45;Europe/Moscow;2019-09-05;Russian Federation;59.68333, 30.43472
512533;Parkovyy;Parkovyy;Parkovyj,Parkovyy,Tikhoreck,Tikhoretskiy,Парковый,Тихорецк;P;PPL;RU;Russian Federation;;38;;;;4524;;78;Europe/Moscow;2014-06-27;Russian Federation;45.83306, 40.14556
512566;Pargolovo;Pargolovo;Pargalovo,Pargolovo,Parkala,Parkola,Парголово;P;PPL;RU;Russian Federation;;66;;;;11962;;38;Europe/Moscow;2016-12-20;Russian Federation;60.0812, 30.27626
515403;Olonets;Olonets;Alonec,Anuksenlinnu,Anus,Aunuksenlinna,Aunus,Olonec,Olonets,Olonez,Oloniec,Olonjec,Ołoniec,ao luo nie ci,awlwnts,ollonecheu,oronetsu,Алонец,Олонец,Олоњец,أولونتس,اولونتس,オロネツ,奧洛涅茨,올로네츠;P;PPLA2;RU;Russian Federation;;28;;;;10005;;25;Europe/Moscow;2023-12-11;Russian Federation;60.98106, 32.97261
516588;Nyrob;Nyrob;Nirob,Nyrab,Nyrob,Nyryb,Nırob,nei luo bu,nyrwb  rwsyh,Нироб,Ныраб,Ныроб,Нырыб,Նիրոբ,نیروب، روسیه,内罗布;P;PPL;RU;Russian Federation;;90;;;;7314;;147;Asia/Yekaterinburg;2012-01-17;Russian Federation;60.733, 56.72024
518209;Novoselitskoye;Novoselitskoye;Novoseletskoye,Novoselickoe,Novoselitskoje,Novoselitskoye,Новоселицкое;P;PPLA2;RU;Russian Federation;;70;;;;8723;;176;Europe/Moscow;2024-01-09;Russian Federation;44.75083, 43.43694
518557;Novomoskovsk;Novomoskovsk;Bobriki,Novamaskousk,Novomoskovs'k,Novomoskovsk,Novomoskovsk i Russland,Novomoskovskas,Nowomoskowsk,Stalinogorsk,Stalinogorsk Pervyy,Stalinogorsk Severnyy,Stalinogorsk Vtoroy,Stalinogorsk Yuzhnyy,nobomoseukobseukeu,novuomosukofusuku,nwfwmwskwfyk,nwwmaskwwsk,nwwwmwskwfsk  rwsyh,xin mo si ke si ke,Бобрики,Новамаскоўск,Новомосковск,Новомосковськ,Сталиногорск,Яңа Мәскәү,نوفوموسكوفيك,نووماسکووسک,نوووموسکوفسک، روسیه,ノヴォモスコフスク,新莫斯科斯克,노보모스콥스크;P;PPLA2;RU;Russian Federation;;76;;;;130982;;238;Europe/Moscow;2023-05-28;Russian Federation;54.01098, 38.29084
520318;Nizhnyaya Maktama;Nizhnyaya Maktama;Anat Maktama,Nijnaya Maktama,Nijnâya Maktama,Nischnjaja Maktama,Nizhnja Maktama,Nizhnjaja Maktama,Nizhnyaya Maktama,Nizjnjaja Maktama,Nizniaja Maktama,Niznyaya Maktama,Niżniaja Maktama,nyzhnyaya maktama,xia ma ke ta ma,Анат Мактама,Нижня Мактама,Нижняя Мактама,Ніжняя Мактама,Түбән Мактама,Түбән Маҡтама,Նիժնյայա Մակտամա,نیژنیایا ماکتاما,下馬克塔馬;P;PPL;RU;Russian Federation;;73;;;;10600;;110;Europe/Moscow;2012-01-17;Russian Federation;54.86356, 52.4281
520642;Nizhniye Vyazovyye;Nizhniye Vyazovyye;Nizhne-Vyazovyye,Nizhneye Vyazov'ye,Nizhneye Vyazov’ye,Nizhnie Vjazovye,Nizhniye Vyazovyye,Nizjnije Vjazovye,Нижние Вязовые;P;PPL;RU;Russian Federation;;73;;;;8290;;61;Europe/Moscow;2014-01-13;Russian Federation;55.79877, 48.52476
522470;Nesterovskaya;Nesterovskaya;Nesterovskaja,Nesterovskaya,Nesterowskaja,Нестеровская;P;PPL;RU;Russian Federation;;19;;;;19186;;405;Europe/Moscow;2012-08-04;Russian Federation;43.23861, 45.05028
522580;Nerl’;Nerl';Nerl,Nerl',Nerl’,Нерль;P;PPL;RU;Russian Federation;;21;;;;2292;;123;Europe/Moscow;2012-01-17;Russian Federation;56.66285, 40.38931
523790;Myurego;Myurego;Mjurego,Myuregi,Myurego,Мюрего;P;PPL;RU;Russian Federation;;17;;;;4548;;502;Europe/Moscow;2012-01-17;Russian Federation;42.41087, 47.69304
524243;Murygino;Murygino;Murygino,Мурыгино;P;PPL;RU;Russian Federation;;33;;;;7996;;110;Europe/Kirov;2012-01-17;Russian Federation;58.73831, 49.45822
525426;Monastyrshchina;Monastyrshchina;Monastirshchina,Monastyrshchina,Monastyrshhina,Monastyrsjtsjina,Монастырщина;P;PPLA2;RU;Russian Federation;;69;;;;4501;;188;Europe/Moscow;2023-02-10;Russian Federation;54.34953, 31.84132
526354;Mirnyy;Mirnyy;Mirnyj,Mirnyy,Мирный;P;PPL;RU;Russian Federation;;81;;;;3171;;82;Europe/Ulyanovsk;2016-10-16;Russian Federation;54.36607, 48.72939
527405;Meshchovsk;Meshchovsk;Mechtchovsk,Meschtschowsk,Mescovsk,Meshchovsk,Meshhovs'k,Meshhovsk,Meshovsk,Mesjtsjovsk,Mestsovsk,Meŝĉovsk,Meštšovsk,Meščovsk,Mieszczowsk,Mjescowsk,Mješćowsk,mei xiao fu si ke,meshichofusuku,mesyobseukeu,mshchwfsk,myshtshwfsk,Мешовск,Мешчовск,Мещовск,Мещовськ,مشچوفسک,ميشتشوفسك,メシチョフスク,梅曉夫斯克,메숍스크;P;PPLA2;RU;Russian Federation;;25;;;;4386;;230;Europe/Moscow;2023-05-11;Russian Federation;54.32148, 35.28453
527979;Medvedok;Medvedok;Medvedka,Medvedok,Медведок;P;PPL;RU;Russian Federation;;33;;;;2041;;79;Europe/Kirov;2012-01-17;Russian Federation;57.38913, 50.0351
529709;Mamadysh;Mamadysh;Mamadis,Mamadish,Mamadix,Mamadiŝ,Mamadiš,Mamadych,Mamadys,Mamadysch,Mamadysh,Mamadysj,Mamadyš,Mamadış,Mamatash,ma ma de shen,mamadishu,mamadisi,mamadysh,Мамадиш,Мамадыш,Маматăш,ماماديش,مامادیش,ママディシュ,馬馬德什,마마디시;P;PPL;RU;Russian Federation;;73;Mamadyshkiy Rayon;;;14148;;90;Europe/Moscow;2019-09-05;Russian Federation;55.71525, 51.40797
534341;Lomonosov;Lomonosov;Kaarosta,Kuarasta,Kuarašta,Lamanosau,Lomonosof,Lomonosov,Lomonosov i Russland,Lomonosov shaary,Lomonosova,Lomonosow,Lomonossov,Lomonossow,Lomonoszov,Lomonósov,Oranienbaum,Oraniyenbaum,lomonosopeu,lomonosovi,luo meng nuo suo fu,lwmwnwswf,romonosofu,Łomonosow,Λομονόσοφ,Ламаносаў,Ломоносов,Ломоносов шаары,لومونوسوف,ლომონოსოვი,ロモノソフ,羅蒙諾索夫,로모노소프;P;PPL;RU;Russian Federation;;66;;;;42505;;30;Europe/Moscow;2019-09-05;Russian Federation;59.90612, 29.77253
534824;Listopadovka;Listopadovka;Listopadovka,Листопадовка;P;PPLA2;RU;Russian Federation;;86;;;;0;;167;Europe/Moscow;2023-03-08;Russian Federation;51.41991, 41.43773
535253;Likhoy;Likhoy;Likhoj,Likhoy,Лихой;P;PPL;RU;Russian Federation;;61;;;;3102;;117;Europe/Moscow;2012-01-17;Russian Federation;48.12662, 40.20556
535366;Lezhnevo;Lezhnevo;Lezhnevo,Lezjnevo,Лежнево;P;PPLA2;RU;Russian Federation;;21;;;;7977;;108;Europe/Moscow;2023-11-07;Russian Federation;56.77508, 40.89174
535440;Levokumka;Levokumka;Levokumka,Levokumskiy,Левокумка;P;PPL;RU;Russian Federation;;70;;;;5651;;297;Europe/Moscow;2012-01-17;Russian Federation;44.23167, 43.15
535839;Leshukonskoye;Leshukonskoye;LDG,Leschukonskaja,Leshukonskoe,Leshukonskoye,Lesjukonskoje,Лешуконское;P;PPLA2;RU;Russian Federation;;06;;;;4813;;48;Europe/Moscow;2024-02-08;Russian Federation;64.89985, 45.76165
538994;Kurakh;Kurakh;Kurakh,Курах;P;PPLA2;RU;Russian Federation;;17;;;;3364;;1347;Europe/Moscow;2023-10-06;Russian Federation;41.58488, 47.78207
539555;Kulebaki;Kulebaki;Koelebaki,Koulebaki,Kulebaki,Kuljabaki,ku lie ba ji,kwlbaky,Кулебаки,Кулябакі,كولباكي,کولباکی,庫列巴基;P;PPLA2;RU;Russian Federation;;51;;;;37622;;107;Europe/Moscow;2023-12-11;Russian Federation;55.41333, 42.5325
540690;Kruglolesskoye;Kruglolesskoye;Kruglolesskoe,Kruglolesskoje,Kruglolesskoye,Kruglolyesskoe,Круглолесское;P;PPL;RU;Russian Federation;;70;;;;3249;;452;Europe/Moscow;2012-01-17;Russian Federation;44.65889, 42.81417
541722;Krasnyy Gulyay;Krasnyy Gulyay;Krasnyj Guljaj,Krasnyy Gulyay,Красный Гуляй;P;PPL;RU;Russian Federation;;81;;;;3080;;252;Europe/Ulyanovsk;2016-10-16;Russian Federation;54.02821, 48.33327
542199;Krasnoufimsk;Krasnoufimsk;Krasnaufimsk,Krasno-oefimsk,Krasnooufimsk,Krasnoufims'k,Krasnoufimsk,Krasnoutimsk,ke la si nuo wu fei mu si ke,krasnwfaymsk,krasnwfymsk,Κρασνοουφίμσκ,Краснаўфімск,Красноуфимск,Красноуфимськ,كراسنوفايمسك,کراسنوفیمسک,克拉斯諾烏菲姆斯克;P;PPL;RU;Russian Federation;;71;;;;43121;;206;Asia/Yekaterinburg;2019-09-05;Russian Federation;56.60585, 57.76686
